working_id,equipment,name_en_normalized,name_ko_candidate,naming_status,body_part_ko,recording_type,semantic_flags
gvs_55f7f5c8d6640cca,Barbell,Barbell Standing Concentration Curl,바벨 스탠딩 컨센트레이션 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_43f9f713c87baadb,Barbell,Barbell Standing Leg Calf Raise,,UNRESOLVED,하체,weight_reps,
gvs_aa5430cb86ac2c93,Barbell,Barbell Standing Military Press (Without Rack),,UNRESOLVED,어깨,weight_reps,
gvs_c466af210cd8a0a9,Barbell,Barbell Standing Military Press (Without Rack) Shoulders Without Weight,,UNRESOLVED,어깨,weight_reps,
gvs_c5b27ba912993261,Barbell,Barbell Standing Overhead Triceps Extension,바벨 스탠딩 오버헤드 트라이셉 익스텐션,EXISTING_DRAFT,팔,weight_reps,
gvs_5bbdc7f22fb73974,Barbell,Barbell Standing Shoulders Press,바벨 스탠딩 숄더 프레스,NEW_HIGH_CONFIDENCE_DRAFT,어깨,weight_reps,
gvs_707dda981e63e88e,Barbell,Barbell Standing Twist,바벨 스탠딩 트위스트,NEW_HIGH_CONFIDENCE_DRAFT,코어,weight_reps,
gvs_a0129969b056ccb5,Barbell,Barbell Standing Wide Grip Biceps Curl,바벨 스탠딩 와이드 그립 바이셉 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_36d0a2f561c6f7b1,Barbell,Barbell Standing Wide Grip Curl,바벨 스탠딩 와이드 그립 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_626057c525ccd151,Barbell,Barbell Standing Wrist Curl,바벨 스탠딩 리스트 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_4327a620e7240066,Barbell,Barbell Standing Wrist Reverse Curl,바벨 스탠딩 리스트 리버스 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_65aa2d5b9173c7fb,Barbell,Barbell Step Up,바벨 스텝업,EXISTING_DRAFT,하체,weight_reps,
gvs_48254dcd665dc5f1,Barbell,Barbell Stiff Legged Deadlift,,UNRESOLVED,하체,weight_reps,
gvs_ab2e725d93d6cdf9,Barbell,Barbell Straight Leg Deadlift,바벨 스트레이트 레그 데드리프트,EXISTING_DRAFT,하체,weight_reps,
gvs_6935f56de467fe2d,Barbell,Barbell Sumo Deadlift,바벨 스모 데드리프트,NEW_HIGH_CONFIDENCE_DRAFT,하체,weight_reps,
gvs_356a0936aaccfcd4,Barbell,Barbell Sumo Deadlift From Deficit,바벨 스모 데드리프트 데피싯,NEW_REVIEW_DRAFT,하체,weight_reps,
gvs_f06276cb716677f3,Barbell,Barbell Sumo Romanian Deadlift,바벨 스모 루마니안 데드리프트,NEW_HIGH_CONFIDENCE_DRAFT,하체,weight_reps,
gvs_12bdf0847fa49492,Barbell,Barbell Sumo Squat,바벨 스모 스쿼트,EXISTING_DRAFT,하체,weight_reps,
gvs_3c331830a186375e,Barbell,Barbell Thruster,,UNRESOLVED,,weight_reps,
gvs_b7f4c660330b6696,Barbell,Barbell Underhand Bent Over Row,,UNRESOLVED,등,weight_reps,
gvs_83122f5666125068,Barbell,Barbell Upright Row,바벨 업라이트 로우,EXISTING_DRAFT,어깨,weight_reps,BODY_MUSCLE_FAMILY_CONFLICT
gvs_ccff308cd588deda,Barbell,Barbell Upright Row Shoulders Without Weight,,UNRESOLVED,어깨,weight_reps,BODY_MUSCLE_FAMILY_CONFLICT
gvs_203778521d927394,Barbell,Barbell Walking Lunge,바벨 워킹 런지,EXISTING_DRAFT,하체,weight_reps,
gvs_121b270513ed2819,Barbell,Barbell Weighted Chains Bench Press,,UNRESOLVED,가슴,weight_reps,
gvs_5e43dc9410b6b5d6,Barbell,Barbell Weighted Chains Bench Squat,,UNRESOLVED,하체,weight_reps,
gvs_36a9f6b7a711f60f,Barbell,Barbell Wide Bench Press,,UNRESOLVED,가슴,weight_reps,
gvs_b6afdcdd7d4251dd,Barbell,Barbell Wide Grip Upright Row,바벨 와이드 그립 업라이트 로우,EXISTING_DRAFT,어깨,weight_reps,BODY_MUSCLE_FAMILY_CONFLICT
gvs_6ba4c96f8eff9b07,Barbell,Barbell Wide Shrug,,UNRESOLVED,등,weight_reps,
gvs_d639b8239c582203,Barbell,Barbell Wide Squat,,UNRESOLVED,하체,weight_reps,
gvs_590baf6f46b07ca7,Barbell,Barbell Wrist Curl,바벨 리스트 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_f1d323a88c5c7172,Barbell,Barbell Wrist Reverse Curl,바벨 리스트 리버스 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_87661097651c46cf,Barbell,Barbell Z Press,,UNRESOLVED,어깨,weight_reps,
gvs_95c2e364e6225c66,Barbell,Barbell Zercher Back Extension,,UNRESOLVED,하체,weight_reps,
gvs_5c93a5108fd08d22,Barbell,Barbell Zercher Bulgarian Split Squat,,UNRESOLVED,하체,weight_reps,
gvs_5e059c9b2fd53ebb,Cable,Cable 45 Degree Reverse Fly,케이블 45도 리버스 플라이,EXISTING_DRAFT,어깨,weight_reps,
gvs_990d033a6115a3d4,Cable,Cable Alternate Triceps Extension,케이블 얼터네이트 트라이셉 익스텐션,EXISTING_DRAFT,팔,weight_reps,
gvs_c11e729795cfe887,Cable,Cable Alternative Fly,,UNRESOLVED,가슴,weight_reps,
gvs_fc38c89203fa5a50,Cable,Cable Assisted Inverse Leg Curl,,UNRESOLVED,하체,weight_reps,
gvs_677c1e25a26b82b5,Cable,Cable Bar Lateral Pulldown,,UNRESOLVED,등,weight_reps,
gvs_b422a9c160f1fe31,Cable,Cable Bench Press,케이블 벤치프레스,EXISTING_DRAFT,가슴,weight_reps,
gvs_1377ab47229a9b87,Cable,Cable Bent Over Neutral Grip Kickback With Rope Attachment,,UNRESOLVED,팔,weight_reps,
gvs_de5360a751b5c66f,Cable,Cable Bent Over Reverse Grip Row,케이블 벤트오버 리버스 그립 로우,EXISTING_DRAFT,등,weight_reps,
gvs_e3a8a7a727bc4fc7,Cable,Cable Bent Over Row,케이블 벤트오버 로우,EXISTING_DRAFT,등,weight_reps,
gvs_433755667d1a1a8c,Cable,Cable Bent Over Single Arm Crossover,,UNRESOLVED,가슴,weight_reps,
gvs_e8e20741a9a8d12d,Cable,Cable Bent Over Single Arm Lateral Raise,케이블 벤트오버 원암 레터럴 레이즈,EXISTING_DRAFT,어깨,weight_reps,
gvs_73e84b2f08e8bb9f,Cable,Cable Bent Over Single Arm Neutral Grip Kickback With Rope Attachment,,UNRESOLVED,팔,weight_reps,
gvs_d298ea8cd5277ec2,Cable,Cable Biceps Curl (Sz Bar),,UNRESOLVED,팔,weight_reps,
gvs_bc1f6ffde74b06b5,Cable,Cable Close Grip Curl,케이블 클로즈 그립 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_6caf48c3f7ce6073,Cable,Cable Close Grip Front Lat Pulldown,케이블 클로즈 그립 프론트 랫 풀다운,EXISTING_DRAFT,등,weight_reps,
gvs_e622cdb0ee69ee18,Cable,Cable Concentration Extension (On Knee),,UNRESOLVED,팔,weight_reps,
gvs_888a0d8b4f607183,Cable,Cable Cross Body Hammer Curl,,UNRESOLVED,팔,weight_reps,
gvs_b9170115f0106d9d,Cable,Cable Cross Over Lateral Pulldown,,UNRESOLVED,등,weight_reps,
gvs_f568b21a60294ae8,Cable,Cable Cross Over Reverse Fly,,UNRESOLVED,어깨,weight_reps,
gvs_76d6463dd513ede5,Cable,Cable Curl,케이블 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_3f6cc67aa910fed0,Cable,Cable Curl With Multipurpose V Bar,,UNRESOLVED,팔,weight_reps,
gvs_f3fa420f3dad0c1f,Cable,Cable Deadlift,케이블 데드리프트,EXISTING_DRAFT,하체,weight_reps,
gvs_43a721ea50a92768,Cable,Cable Decline Crunch,케이블 디클라인 크런치,EXISTING_DRAFT,코어,weight_reps,
gvs_0cefaec661d11850,Cable,Cable Decline Fly,케이블 디클라인 플라이,NEW_HIGH_CONFIDENCE_DRAFT,가슴,weight_reps,
gvs_5dc9a1b8c563fc1e,Cable,Cable Decline Press,케이블 디클라인 프레스,NEW_HIGH_CONFIDENCE_DRAFT,가슴,weight_reps,
gvs_3cd5ff34bdc29d0a,Cable,Cable Donkey Diagonal Kickback,,UNRESOLVED,하체,weight_reps,
gvs_888093c5289b3ef9,Cable,Cable Donkey Kickback,,UNRESOLVED,하체,weight_reps,
gvs_6176afd61b49bd84,Cable,Cable Drag Curl,케이블 드래그 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_35d787de338e9e60,Cable,Cable Elevated Row,케이블 엘리베이티드 로우,NEW_HIGH_CONFIDENCE_DRAFT,등,weight_reps,
gvs_2c4aa4f62ee481e0,Cable,Cable Forearm Pronation,,UNRESOLVED,팔,weight_reps,
gvs_ef4c75bd2b5fe1e1,Cable,Cable Forward Raise,케이블 포워드 레이즈,NEW_HIGH_CONFIDENCE_DRAFT,어깨,weight_reps,
gvs_dc0c3124280c700e,Cable,Cable Front Raise,케이블 프론트 레이즈,EXISTING_DRAFT,어깨,weight_reps,
gvs_1e7090ec34c3bf0a,Cable,Cable Front Raise (Rope Attachment),케이블 프론트 레이즈 로프 어태치먼트,NEW_HIGH_CONFIDENCE_DRAFT,어깨,weight_reps,
gvs_ce19e9c4eea1dcde,Cable,Cable Front Seated Row,케이블 프론트 시티드 로우,EXISTING_DRAFT,등,weight_reps,
gvs_653742eb6a325e13,Cable,Cable Front Squat,케이블 프론트 스쿼트,EXISTING_DRAFT,하체,weight_reps,
gvs_c94265930609319b,Cable,Cable Front Squat With V Bar,,UNRESOLVED,하체,weight_reps,
gvs_00bcc2a9742771f9,Cable,Cable Glute Dominant Step Up,,UNRESOLVED,하체,weight_reps,
gvs_9091b1fa082219a0,Cable,Cable Goblet Squat,케이블 고블릿 스쿼트,EXISTING_DRAFT,하체,weight_reps,
gvs_18cf773fa9f0c88f,Cable,Cable Half Kneeling External Rotation Press,케이블 하프 닐링 외회전 프레스,NEW_HIGH_CONFIDENCE_DRAFT,,weight_reps,
gvs_9f3cdbb3bf4b89cb,Cable,Cable Half Kneeling Face Pull,케이블 하프 닐링 페이스 풀,NEW_HIGH_CONFIDENCE_DRAFT,어깨,weight_reps,
gvs_35fc0d94eb2bb156,Cable,Cable Half Kneeling Lift,,UNRESOLVED,가슴,weight_reps,
gvs_c109ac7a54bc3ec0,Cable,Cable Half Kneeling Pallof Press,,UNRESOLVED,코어,weight_reps,
gvs_20a95497e3c8193f,Cable,Cable Half Kneeling Single Arm Row,케이블 하프 닐링 원암 로우,NEW_HIGH_CONFIDENCE_DRAFT,등,weight_reps,
gvs_d15716fa1e9009c0,Cable,Cable Half Kneeling Single Arm Row,케이블 하프 닐링 원암 로우,NEW_HIGH_CONFIDENCE_DRAFT,등,weight_reps,
gvs_608cf9c6e15faf94,Cable,Cable Hammer Curl,케이블 해머 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_5dba0ae1ef80b711,Cable,Cable Hammer Curl (With Rope),,UNRESOLVED,팔,weight_reps,
gvs_b6bb288ae4fb4fcc,Cable,Cable Hanging Leg Raise,,UNRESOLVED,코어,weight_reps,
gvs_c2b124c0a5a0028e,Cable,Cable High Pull With Rope Attachment,,UNRESOLVED,어깨,weight_reps,
gvs_d6e89ba507297ab1,Cable,Cable High Pulley Overhead Tricep Extension,,UNRESOLVED,팔,weight_reps,
gvs_e6c19ae1ff38c8e9,Cable,Cable High Pulley Straight Bar Overhead Triceps Extension,케이블 하이 풀리 스트레이트 바 오버헤드 트라이셉 익스텐션,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_f8f4de20c44344ea,Cable,Cable High Row,케이블 하이 로우,EXISTING_DRAFT,등,weight_reps,
gvs_672871abd29e8f23,Cable,Cable High Row With Chest Support,,UNRESOLVED,등,weight_reps,
gvs_2ff9e927afeeed6f,Cable,Cable High To Low Woodchopper,,UNRESOLVED,코어,weight_reps,
gvs_be571bf6b1d6fbd8,Cable,Cable High Triceps Extension,케이블 하이 트라이셉 익스텐션,EXISTING_DRAFT,팔,weight_reps,
gvs_4ebd98b09f87364e,Cable,Cable Hip Abduction,케이블 힙 어브덕션,EXISTING_DRAFT,하체,weight_reps,
gvs_5b0650c0d0a2734a,Cable,Cable Hip Adduction,케이블 힙 어덕션,EXISTING_DRAFT,하체,weight_reps,
gvs_2fdaf501d75ac139,Cable,Cable Horizontal Pallof Press,,UNRESOLVED,코어,weight_reps,
gvs_dea57179d493677d,Cable,Cable Incline Alternative Fly,,UNRESOLVED,가슴,weight_reps,
gvs_12731f2699193194,Cable,Cable Incline Bench Press,케이블 인클라인 벤치프레스,EXISTING_DRAFT,가슴,weight_reps,
gvs_17351751089a05bd,Cable,Cable Incline Biceps Curl,케이블 인클라인 바이셉 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_06a47e506e01aaa6,Cable,Cable Incline Close Grip Shoulder Press With V Bar,,UNRESOLVED,어깨,weight_reps,
gvs_7a67462cc1417e02,Cable,Cable Incline Fly,케이블 인클라인 플라이,NEW_HIGH_CONFIDENCE_DRAFT,가슴,weight_reps,
gvs_72444d685391425e,Cable,Cable Incline Fly (On Stability Ball),,UNRESOLVED,가슴,weight_reps,
gvs_ef165322543c7318,Cable,Cable Incline Inner Biceps Curl,케이블 인클라인 이너 바이셉 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_d47b1c977db9c69f,Cable,Cable Incline Pushdown,케이블 인클라인 푸시다운,NEW_HIGH_CONFIDENCE_DRAFT,등,weight_reps,
gvs_d6ae00a12725ba35,Cable,Cable Incline Rear Delt Fly With Back Support,,UNRESOLVED,가슴,weight_reps,BODY_MUSCLE_FAMILY_CONFLICT
gvs_9180df0307e0f523,Cable,Cable Incline Single Arm Lat Pulldown,케이블 인클라인 원암 랫 풀다운,EXISTING_DRAFT,등,weight_reps,
gvs_fc97a1e97ea56ba9,Cable,Cable Incline Skull Crusher,케이블 인클라인 스컬 크러셔,EXISTING_DRAFT,팔,weight_reps,
gvs_e1effed667109f74,Cable,Cable Incline Triceps Extension,케이블 인클라인 트라이셉 익스텐션,EXISTING_DRAFT,팔,weight_reps,
gvs_b0abb0cf8cf0c8af,Cable,Cable Incline Y Raise With Back Support,,UNRESOLVED,어깨,weight_reps,
gvs_ddbe27c3b88c009b,Cable,Cable Incline Y Raise Wrist Straps With Back Suppo,,UNRESOLVED,팔,weight_reps,
gvs_4adaa7df627a19af,Cable,Cable Ipsilateral Glute Dominant Step Up,,UNRESOLVED,하체,weight_reps,
gvs_0d377ebd6a1a489d,Cable,Cable Jack Hammer Pushdown,,UNRESOLVED,팔,weight_reps,
gvs_3df6bd90ee06b46e,Cable,Cable Judo Flip,,UNRESOLVED,코어,weight_reps,
gvs_4f7bd6890da46ee1,Cable,Cable Kickback,케이블 킥백,EXISTING_DRAFT,팔,weight_reps,
gvs_bebcc7520854ddcc,Cable,Cable Kickback Ii,,UNRESOLVED,팔,weight_reps,
gvs_88cf486ec56f2606,Cable,Cable Kneeling Crunch,케이블 닐링 크런치,EXISTING_DRAFT,코어,weight_reps,
gvs_4d5c8a85ac53df01,Cable,Cable Kneeling Glute Kickback,케이블 닐링 글루트 킥백,NEW_HIGH_CONFIDENCE_DRAFT,하체,weight_reps,
gvs_4d466b80867f0b52,Cable,Cable Kneeling High Low Anti Rotation Chop,,UNRESOLVED,,weight_reps,
gvs_636dcf8d9e55d9f9,Cable,Cable Kneeling High To Low Fly,,UNRESOLVED,가슴,weight_reps,
gvs_36e5f0f020449b36,Cable,Cable Kneeling Hip Abduction,케이블 닐링 힙 어브덕션,EXISTING_DRAFT,하체,weight_reps,
gvs_6c0a60a431105bf2,Cable,Cable Kneeling Pull Through,케이블 닐링 풀스루,EXISTING_DRAFT,하체,weight_reps,
gvs_72a70b8e247ce9a0,Cable,Cable Kneeling Rear Delt Row (With Rope),,UNRESOLVED,어깨,weight_reps,
gvs_fda3754789772ac7,Cable,Cable Kneeling Shoulder External Rotation B,,UNRESOLVED,어깨,weight_reps,
gvs_a4c621d4e4a57d46,Cable,Cable Kneeling Shoulder Internal Rotation B,,UNRESOLVED,어깨,weight_reps,
gvs_43602ab25428ad30,Cable,Cable Kneeling Shoulder Press,케이블 닐링 숄더 프레스,EXISTING_DRAFT,어깨,weight_reps,
gvs_ec17668bc3d9e19b,Cable,Cable Kneeling Side Crunch,케이블 닐링 사이드 크런치,EXISTING_DRAFT,코어,weight_reps,
gvs_e7c7b9d2f7c2be40,Cable,Cable Kneeling Single Arm Fly,케이블 닐링 원암 플라이,NEW_HIGH_CONFIDENCE_DRAFT,가슴,weight_reps,
gvs_c7f785394946b675,Cable,Cable Kneeling Single Arm Lat Pulldown,케이블 닐링 원암 랫 풀다운,EXISTING_DRAFT,등,weight_reps,
gvs_df5455f819dc125c,Cable,Cable Kneeling Triceps Extension,케이블 닐링 트라이셉 익스텐션,EXISTING_DRAFT,팔,weight_reps,
gvs_c4fee969fa7562a1,Cable,Cable Kneeling Twist,케이블 닐링 트위스트,NEW_HIGH_CONFIDENCE_DRAFT,코어,weight_reps,
gvs_caa268e3eed13543,Cable,Cable Lat Pulldown Full Range Of Motion,,UNRESOLVED,등,weight_reps,
gvs_d9b563591feb8271,Cable,Cable Lateral Pulldown (With Rope Attachment),,UNRESOLVED,등,weight_reps,
gvs_566a110871735b36,Cable,Cable Lateral Pulldown With Mag Grip,,UNRESOLVED,등,weight_reps,
gvs_fb552a50cfa60fea,Cable,Cable Lateral Pulldown With V Bar,,UNRESOLVED,등,weight_reps,
gvs_0e089a8887627cd2,Cable,Cable Lateral Raise,케이블 레터럴 레이즈,EXISTING_DRAFT,어깨,weight_reps,
gvs_3977151727960d3f,Cable,Cable Leaning Lateral Raise,,UNRESOLVED,어깨,weight_reps,
gvs_ef94bd1a21bdfb3a,Cable,Cable Low Chest Press,케이블 로우 체스트 프레스,EXISTING_DRAFT,가슴,weight_reps,
gvs_bd9e3a4f52c882a7,Cable,Cable Low Fly,케이블 로우 플라이,NEW_HIGH_CONFIDENCE_DRAFT,가슴,weight_reps,
gvs_0b9c23ebe753863b,Cable,Cable Low Seated Row,케이블 로우 시티드 로우,EXISTING_DRAFT,등,weight_reps,
gvs_6c5f48feac83e956,Cable,Cable Low Seated Row With V Bar,,UNRESOLVED,등,weight_reps,
gvs_420de1e67d47e9e8,Cable,Cable Lying Bicep Curl,,UNRESOLVED,팔,weight_reps,
gvs_0e719d97a7df3da7,Cable,Cable Lying Biceps Curl,케이블 라잉 바이셉 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_a5e7b560bd88347a,Cable,Cable Lying Curl,케이블 라잉 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_d3559085aa57134d,Cable,Cable Lying Extension Pullover (With Rope Attachme,,UNRESOLVED,,weight_reps,
gvs_1368eae5c05aa111,Cable,Cable Lying Face Pull,케이블 라잉 페이스 풀,NEW_HIGH_CONFIDENCE_DRAFT,어깨,weight_reps,
gvs_e5172fbd1174e265,Cable,Cable Lying Fly,케이블 라잉 플라이,NEW_HIGH_CONFIDENCE_DRAFT,가슴,weight_reps,
gvs_02ca4025739650f1,Cable,Cable Lying Hip Flexion (Reverse Squat),,UNRESOLVED,하체,weight_reps,
gvs_78ec5cde2e08c2c0,Cable,Cable Lying Single Leg Hip Flexion,,UNRESOLVED,하체,weight_reps,
gvs_0a66dc79d7d93d25,Cable,Cable Lying Triceps Extension,케이블 라잉 트라이셉 익스텐션,EXISTING_DRAFT,팔,weight_reps,
gvs_ef52c51f2fb9abff,Cable,Cable Lying Triceps Extension (Low),케이블 라잉 트라이셉 익스텐션 로우,EXISTING_DRAFT,팔,weight_reps,
gvs_e6f579cfb8c4c957,Cable,Cable Lying Triceps Extension (With Rope),,UNRESOLVED,팔,weight_reps,
gvs_b452c967fe4b5f3f,Cable,Cable Lying Upright Row (Sz Bar),,UNRESOLVED,어깨,weight_reps,BODY_MUSCLE_FAMILY_CONFLICT
gvs_a0bd2e809f1fb932,Cable,Cable Middle Fly,,UNRESOLVED,가슴,weight_reps,
gvs_10f387e4a6459bce,Cable,Cable Narrow Chair Stand Up,,UNRESOLVED,하체,weight_reps,
gvs_ddc4594272bc99ec,Cable,Cable Neutral Grip Biceps Curl,케이블 뉴트럴 그립 바이셉 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_348c6ad309324fe3,Cable,Cable Neutral Grip Chest Press,케이블 뉴트럴 그립 체스트 프레스,EXISTING_DRAFT,가슴,weight_reps,
gvs_0bca81b7ce3f2fd7,Cable,Cable Neutral Grip Kickback,케이블 뉴트럴 그립 킥백,EXISTING_DRAFT,팔,weight_reps,
gvs_54c3ecd83ede4f4e,Cable,Cable Neutral Grip Lat Pulldown,케이블 뉴트럴 그립 랫 풀다운,EXISTING_DRAFT,등,weight_reps,
gvs_c0ef628e0393924e,Cable,Cable Neutral Grip Wide Pulldown,,UNRESOLVED,등,weight_reps,
gvs_5cd86bd96015ca05,Cable,Cable Oblique Twist,,UNRESOLVED,코어,weight_reps,
gvs_90b8c13b00149e73,Cable,Cable Overhead Curl,케이블 오버헤드 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_6fa8bdc42d4f6bf2,Cable,Cable Overhead Tricep Extension Straight Bar,,UNRESOLVED,팔,weight_reps,
gvs_dc1bad8cd9b43ae2,Cable,Cable Overhead Triceps Extension (Rope Attachment),케이블 오버헤드 트라이셉 익스텐션 로프 어태치먼트,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_6df1e4a1086f05bd,Cable,Cable Palm Rotational Row,,UNRESOLVED,등,weight_reps,
gvs_cffb4a4d3136aa35,Cable,Cable Parallel Grip Lat Pulldown On Floor,,UNRESOLVED,등,weight_reps,
gvs_3a72365e420ff1ec,Cable,Cable Preacher Curl,케이블 프리처 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_d067bbf7461a2f77,Cable,Cable Preacher Curl (Rope Attachment),케이블 프리처 컬 로프 어태치먼트,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_75a2aff6c7f118dc,Cable,Cable Pull Through,케이블 풀스루,EXISTING_DRAFT,하체,weight_reps,
gvs_4bb0797d75815b79,Cable,Cable Pull Through (With Rope),,UNRESOLVED,하체,weight_reps,
gvs_c13a118f090a5a87,Cable,Cable Pulldown,케이블 풀다운,EXISTING_DRAFT,등,weight_reps,
gvs_14f34de94af58e21,Cable,Cable Pulldown (Pro Lat Bar),,UNRESOLVED,등,weight_reps,
gvs_f63bfa0b5f44cb9b,Cable,Cable Pushdown,케이블 푸시다운,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_d3297eb2e3ec31c0,Cable,Cable Pushdown (Straight Arm),케이블 푸시다운 스트레이트 암,NEW_HIGH_CONFIDENCE_DRAFT,등,weight_reps,
gvs_7af956bd14104af9,Cable,Cable Pushdown (With Rope Attachment),,UNRESOLVED,팔,weight_reps,
gvs_6c83d3eb577a139b,Cable,Cable Rear Delt Row,케이블 리어 델트 로우,NEW_HIGH_CONFIDENCE_DRAFT,어깨,weight_reps,
gvs_1b5f7c6990b68ea5,Cable,Cable Rear Delt Row (Parallel Bar),,UNRESOLVED,어깨,weight_reps,
gvs_e687babdb5e0f391,Cable,Cable Rear Delt Row (With Rope),,UNRESOLVED,어깨,weight_reps,
gvs_61cbd1fb8f63649b,Cable,Cable Rear Drive,,UNRESOLVED,팔,weight_reps,
gvs_2966330a8a75dd40,Cable,Cable Rear Pulldown,케이블 리어 풀다운,EXISTING_DRAFT,등,weight_reps,
gvs_11fa15ba6b64ff68,Cable,Cable Reverse Crunch,케이블 리버스 크런치,EXISTING_DRAFT,코어,weight_reps,
gvs_deeab0dae48e434c,Cable,Cable Reverse Curl,케이블 리버스 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_ffd20f4990cf3c89,Cable,Cable Reverse Grip Pulldown,케이블 리버스 그립 풀다운,EXISTING_DRAFT,등,weight_reps,
gvs_3efdfffeeb9e9884,Cable,Cable Reverse Grip Pushdown,케이블 리버스 그립 푸시다운,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_40e9e70291c9dfb0,Cable,Cable Reverse Grip Straight Back Seated High Row,,UNRESOLVED,등,weight_reps,
gvs_4ada6f3ff8b14f7f,Cable,Cable Reverse Grip Triceps Pushdown (Sz Bar),,UNRESOLVED,팔,weight_reps,
gvs_a7755bafa6642837,Cable,Cable Reverse Preacher Curl,케이블 리버스 프리처 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_2436f9e7393134af,Cable,Cable Reverse Single Arm Curl,케이블 리버스 원암 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_60fee127bcbe1f37,Cable,Cable Reverse Woodchop,,UNRESOLVED,코어,weight_reps,
gvs_45f357d61a12dc74,Cable,Cable Reverse Wrist Curl,케이블 리버스 리스트 컬,EXISTING_DRAFT,팔,weight_reps,
gvs_b2cefb116d484019,Cable,Cable Romanian Deadlift,케이블 루마니안 데드리프트,EXISTING_DRAFT,하체,weight_reps,
gvs_3c467f2e581ef9e8,Cable,Cable Rope Crossover Seated Row,,UNRESOLVED,등,weight_reps,
gvs_82355b701313525a,Cable,Cable Rope Hammer Preacher Curl,케이블 로프 해머 프리처 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
gvs_5d9fba90c014739a,Cable,Cable Rope High Pulley Overhead Tricep Extension,,UNRESOLVED,팔,weight_reps,
gvs_56eff23b663f236b,Cable,Cable Rope Incline Tricep Extension,,UNRESOLVED,팔,weight_reps,
gvs_6dba12c0373fdde6,Cable,Cable Rope Seated Row,케이블 로프 시티드 로우,NEW_HIGH_CONFIDENCE_DRAFT,등,weight_reps,
gvs_b83f8e01d4c9e1cd,Cable,Cable Seated Chest Fly,케이블 시티드 체스트 플라이,EXISTING_DRAFT,가슴,weight_reps,
gvs_45235b93c0321363,Cable,Cable Seated Chest Press,케이블 시티드 체스트 프레스,EXISTING_DRAFT,가슴,weight_reps,
gvs_7cf54cfbab5981cb,Cable,Cable Seated Crunch,케이블 시티드 크런치,EXISTING_DRAFT,코어,weight_reps,
gvs_c51701485a0b6dbe,Cable,Cable Seated Face Pull (With Rope),,UNRESOLVED,어깨,weight_reps,
gvs_e1d1e8abab996b13,Cable,Cable Seated Foot Eversion,,UNRESOLVED,하체,weight_reps,
gvs_b5cd8201dfbb6a2d,Cable,Cable Seated Foot Inversion,,UNRESOLVED,하체,weight_reps,
gvs_dac5082cb5dd4ba6,Cable,Cable Seated Front Press,케이블 시티드 프론트 프레스,NEW_HIGH_CONFIDENCE_DRAFT,어깨,weight_reps,
gvs_d73d1c175e50d81f,Cable,Cable Seated High Pulley Overhead Tricep Extension,,UNRESOLVED,팔,weight_reps,
gvs_43b7cfe7aa67cacf,Cable,Cable Seated High Row (V Bar),,UNRESOLVED,등,weight_reps,
gvs_44acfbd517746671,Cable,Cable Seated High Triceps Extension,케이블 시티드 하이 트라이셉 익스텐션,EXISTING_DRAFT,팔,weight_reps,
gvs_ab7dbb7f5c73fe8f,Cable,Cable Seated Lats Focused Row,,UNRESOLVED,등,weight_reps,
gvs_89fd815cb6c2c49e,Cable,Cable Seated Leg Extension,케이블 시티드 레그 익스텐션,EXISTING_DRAFT,하체,weight_reps,
gvs_77aa5262194f2064,Cable,Cable Seated On Floor Row With Rope,,UNRESOLVED,등,weight_reps,
gvs_2225326d1b234e2d,Cable,Cable Seated Overhead Curl,케이블 시티드 오버헤드 컬,NEW_HIGH_CONFIDENCE_DRAFT,팔,weight_reps,
