working_id,source_candidate_ids,source_name_variants,name_en_normalized,name_ko_draft,name_ko_status,vendor_body_tags,catalog_status,catalog_reason,equipment,equipment_confidence,body_part_ko,body_confidence,primary_muscles_ko,secondary_muscles_ko,muscle_confidence,recording_type,recording_confidence,source_recording_candidates,semantic_flags,source_media_count,male_source_count,female_source_count,qa_status
gvs_18a553102123975a,gvc_1420aaf2b4a4,Resistance Band Standing Single Arm Lateral Should,Resistance Band Standing Single Arm Lateral Should,,MANUAL,,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,,unknown,,,unsupported,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_4e4257f93c21b751,gvc_2ac16efcdb7c,Resistance Band Standing Single Arm Shoulder Flexi,Resistance Band Standing Single Arm Shoulder Flexi,,MANUAL,,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,어깨,name,,,unsupported,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_573830025f445d30,gvc_2c08259eee77,Band Standing Single Arm Twist Row,Resistance Band Standing Single Arm Twist Row,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,등,source,등 상부 / 광배근,이두근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_519ab078706f49de,gvc_b445ff174d41,Resistance Band Standing Straight Arms Pulldown (f,Resistance Band Standing Straight Arms Pulldown,,MANUAL,,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,등,name,,,unsupported,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_6c39bfd496a3be32,gvc_4cb8d849f596,Resistance Band Standing Trapezius Press,Resistance Band Standing Trapezius Press,,MANUAL,,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,,unknown,,,unsupported,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_e841e8d86b11a606,gvc_782ee9c8e37f,Resistance Band Standing Triceps Pushdown,Resistance Band Standing Triceps Pushdown,밴드 스탠딩 트라이셉 푸시다운,AUTO_PHRASE_DRAFT,,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,name,삼두근,,name_high,reps,apparatus_dynamic_policy,,,1,0,1,AUTO_DRAFT_COMPLETE
gvs_4ad9b3c36cfd9083,gvc_933e04905559,Resistance Band Standing Wood Chopper,Resistance Band Standing Wood Chopper,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,코어,source,,,unsupported,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_7fa4dff7b4f76a2f,gvc_3c497e3edd57,Resistance Band Standing Y Raise,Resistance Band Standing Y Raise,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,어깨,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_500a70cd9366481d,gvc_00f10c51c3de,Band Step Up,Resistance Band Step Up,밴드 스텝업,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,대퇴사두근,둔근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_f51a5990792ec0ba,gvc_66dad9d9f632,Band Straight Back Stiff Leg Deadlift,Resistance Band Straight Back Stiff Leg Deadlift,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,둔근 / 햄스트링,코어,name_high,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_349365dc3e8ccb92,gvc_d67147edf66b,Resistance Band Sumo Squat,Resistance Band Sumo Squat,밴드 스모 스쿼트,AUTO_PHRASE_DRAFT,Hips,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,대퇴사두근,둔근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_cca690d91a5d8351,gvc_1d359fe775ed,Band Thruster,Resistance Band Thruster,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,,,unsupported,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_1185351443051ef2,gvc_195131d37765,Band Triceps Kickback,Resistance Band Triceps Kickback,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,source,삼두근,,name_high,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_7803a439008b2991,gvc_16887535a64a,Resistance Band Triceps Pushdown,Resistance Band Triceps Pushdown,밴드 트라이셉 푸시다운,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,source,삼두근,,name_high,reps,apparatus_dynamic_policy,,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_a45c2e73e26109cb,gvc_1545512e905e,Band Twist,Resistance Band Twist,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,코어,source,,,unsupported,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_6a9ea6b7a7d0bb6f,gvc_69a186235ab1,Band Twist (down Up),Resistance Band Twist (Down Up),,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,코어,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_1e7cfa47c0378b0f,gvc_d5b1e34340c3,Band Twist (up Down),Resistance Band Twist (Up Down),,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,코어,source,,,unsupported,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_94bad9fa532d3be8,gvc_e028325b53ba,Band Two Legs Calf Raise (band Under Both Legs) Version,Resistance Band Two Legs Calf Raise (Band Under Both Legs) Version,,MANUAL,Calves,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,하체,source,종아리,,name_high,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_b284b6534452e28b,gvc_16f5a54c29f5,Resistance Band Upper Body Dead Bug,Resistance Band Upper Body Dead Bug,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,코어,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_a2dc1fd04e48a81e,gvc_b97d2dedc94a,Band Upper Crunch,Resistance Band Upper Crunch,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,코어,source,복직근,,name_high,reps,apparatus_dynamic_policy,reps,,2,1,1,MANUAL_QA_REQUIRED
gvs_7c899345613f1109,gvc_b67dd17a342b,Band Upright Row (under Two Feet),Resistance Band Upright Row (Under Two Feet),,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,어깨,source,측면 삼각근 / 승모근,이두근,semantic_rule_v2,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_1da4076ffb7171c7,gvc_30d6a7efabdd,Resistance Band Wide Stance Anti Rotation Chop (ma,Resistance Band Wide Stance Anti Rotation Chop,,MANUAL,,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,,unknown,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_3cd85aa17ecc9261,gvc_bdd6e0429b45,Band Wrist Curl,Resistance Band Wrist Curl,밴드 리스트 컬,AUTO_PHRASE_DRAFT,Forearms,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,팔,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_3c193a56b042c1a8,gvc_1c0c459ad417,Resistance Band Y Press,Resistance Band Y Press,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,어깨,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_e5369297c9994edf,gvc_7b15f9f31e15,Band Y Raise,Resistance Band Y Raise,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,어깨,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_ca9a5e97494c8977,gvc_5f8258e5fadf,Resitance Band Standing Serratus Push,Resitance Band Standing Serratus Push,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Resistance Band,source,가슴,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_df37b7032d46b93b,gvc_68334873e7e6,Reverse Air Cycling,Reverse Air Cycling,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,,,unsupported,reps,bodyweight,distance_duration,,1,1,0,MANUAL_QA_REQUIRED
gvs_939a0771a41d2815,gvc_bf42b9d13e52;gvc_ce198877e0ac,Reverse Crunch | Reverse Crunch (version 2),Reverse Crunch,리버스 크런치,AUTO_PHRASE_DRAFT,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,3,1,2,AUTO_DRAFT_COMPLETE
gvs_54f977aad84a275c,gvc_182c91db5d78,Reverse Crunch Leg Drop,Reverse Crunch Leg Drop,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,2,1,1,MANUAL_QA_REQUIRED
gvs_98f2a8394aa24381,gvc_c04059c4c6d4,Reverse Crunch M,Reverse Crunch M,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,,name_high,reps,bodyweight,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_a1bb7e83cbf9864b,gvc_93d66500e953,Reverse Dip,Reverse Dip,리버스 딥스,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,팔,source,,,unsupported,reps,bodyweight,,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_3d447f5f5e7a030f,gvc_553785fd1102,Reverse Frog Crunch,Reverse Frog Crunch,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,복직근,장요근,semantic_rule_v2,reps,bodyweight,reps,,1,0,1,MANUAL_QA_REQUIRED
gvs_ecf3890b9a886713,gvc_e0340040c9d9,Reverse Grip Machine Lat Pulldown,Reverse Grip Machine Lat Pulldown,리버스 그립 머신 랫 풀다운,AUTO_PHRASE_DRAFT,Back,MVP_CANDIDATE,Resistance/strength candidate,Machine,source,등,source,광배근,이두근 / 승모근,name_high,weight_reps,equipment,weight_reps,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_be324d354e91d7e5,gvc_12b1be33511c,Reverse Grip Pull Up,Reverse Grip Pull Up,리버스 그립 풀업,AUTO_PHRASE_DRAFT,Back,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,등,source,광배근,이두근 / 승모근,name_high,reps,bodyweight,,,2,1,1,AUTO_DRAFT_COMPLETE
gvs_3ad4705e493c8cb4,gvc_be2325b38ecd,Reverse Hyper On Flat Bench,Reverse Hyper On Flat Bench,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,2,1,1,MANUAL_QA_REQUIRED
gvs_bac07e9945e18651,gvc_f33cfa32d3da,Reverse Hyperextension On Bench,Reverse Hyperextension On Bench,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,unsupported,reps,bodyweight,,,1,1,0,MANUAL_QA_REQUIRED
gvs_d2a81579d234aded,gvc_0c5e7eb7b6c4,Reverse Hyperextension On Stability Ball,Reverse Hyperextension On Stability Ball,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Stability Ball,source,하체,source,,,unsupported,,review,,,1,1,0,MANUAL_QA_REQUIRED
gvs_3cead932789f61c8,gvc_1eacb67d3b00,Reverse Lunge (leg Kick),Reverse Lunge (Leg Kick),,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,reps,,2,1,1,MANUAL_QA_REQUIRED
gvs_3512a127fe4b0897,gvc_d7992c789a48,Reverse Lunge Forward Lunge,Reverse Lunge Forward Lunge,리버스 런지 포워드 런지,AUTO_PHRASE_DRAFT,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,reps,,3,2,1,AUTO_DRAFT_COMPLETE
gvs_de5ce3f3cec8c07b,gvc_593e69760b54,Reverse Lunge Front Kick,Reverse Lunge Front Kick,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_3c2619975e363e3f,gvc_2f8427ccf851,Reverse Lunge High Knee,Reverse Lunge High Knee,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_ec0d9793491f6e43,gvc_0a2fed6d42ab,Reverse Lunge High Knee Forward Lunge,Reverse Lunge High Knee Forward Lunge,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_47f17f86d7b0d00c,gvc_2b5c7635564b,Rear Lunge Kickback,Reverse Lunge Kickback,리버스 런지 킥백,AUTO_PHRASE_DRAFT,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,reps,,1,0,1,AUTO_DRAFT_COMPLETE
gvs_3319ce1141445b7d,gvc_2a21dac9c931,Reverse Lunge Knee Drive,Reverse Lunge Knee Drive,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,대퇴사두근,둔근,name_high,reps,bodyweight,reps,,2,2,0,MANUAL_QA_REQUIRED
gvs_6a77a211743c811d,gvc_a51e90179540,Reverse Plank,Reverse Plank,리버스 플랭크,AUTO_PHRASE_DRAFT,Back;Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,,conflict,코어,,name_high,duration,semantic,duration,BODY_SOURCE_CONFLICT,2,1,1,MANUAL_QA_REQUIRED
gvs_223d64d76c002c4f,gvc_dccc1b19fba2,Reverse Plank March,Reverse Plank March,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,코어,,name_high,duration,semantic,duration,,1,1,0,MANUAL_QA_REQUIRED
gvs_075708f80120655e,gvc_00518923e1df,Reverse Plank On Elbows,Reverse Plank On Elbows,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,코어,source,코어,,name_high,duration,semantic,duration,,2,1,1,MANUAL_QA_REQUIRED
gvs_f4a7f42d62d6ac1d,gvc_0ac74083fa91,Reverse Plank With Leg Lift,Reverse Plank With Leg Lift,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,하체,source,,,blank_after_semantic_qa,duration,semantic,duration,,2,1,1,MANUAL_QA_REQUIRED
gvs_6e450afa2726cd68,gvc_ebfa5a81d81f,Reverse Push Up,Reverse Push Up,리버스 푸시업,AUTO_PHRASE_DRAFT,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,팔,source,,,unsupported,reps,bodyweight,reps,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_825bf82aa79b102c,gvc_173fdf297c3a,Reverse Wrist Curl,Reverse Wrist Curl,리버스 리스트 컬,AUTO_PHRASE_DRAFT,Forearms,MVP_CANDIDATE,Resistance/strength candidate,Bodyweight,inferred_bodyweight,팔,source,,,unsupported,reps,bodyweight,,,1,1,0,AUTO_DRAFT_COMPLETE
gvs_3e0e24954d71aa45,gvc_f7ca72e4f158,Ring Abdominal Fallout,Ring Abdominal Fallout,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,코어,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_85bd5033ea3ddb33,gvc_4527939a1345,Ring Alternate Reverse Curl,Ring Alternate Reverse Curl,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,하체,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_5d3ee4d2bf5daa38,gvc_eec7cceb7701,Ring Archer Dip,Ring Archer Dip,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,가슴,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_a0738ba52b8df4dd,gvc_741aba2fe2c9,Ring Archer Pull Up,Ring Archer Pull Up,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,등,source,광배근,이두근 / 승모근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_26eff8c6ab2efe80,gvc_285924a39fad,Ring Archer Push Up,Ring Archer Push Up,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,가슴,source,,,unsupported,reps,apparatus_dynamic_policy,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_ac37b2b36a115063,gvc_7f9845fae8d2,Ring Arm Curl,Ring Arm Curl,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,팔,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_315b261a7822189c,gvc_d0de93fb3857,Ring Back Lever,Ring Back Lever,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Machine,source,코어,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_f30712f5acd61f09,gvc_da46207dc3e0,Ring Bent Knee Inverted Row,Ring Bent Knee Inverted Row,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,등,source,등 상부 / 광배근,이두근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_13d931227a9719f8,gvc_9acd2ffcde50,Ring Chest Fly,Ring Chest Fly,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,가슴,source,대흉근,삼두근 / 전면 삼각근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_9bf56e867a1914cc,gvc_8659ff492c39,Ring Chin Up,Ring Chin Up,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,등,source,광배근,이두근 / 승모근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_8cdb03874d30a957,gvc_aacf9f8fbcf2,Ring Decline Push Up,Ring Decline Push Up,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,가슴,source,,,unsupported,reps,apparatus_dynamic_policy,reps,,2,2,0,MANUAL_QA_REQUIRED
gvs_c36207100555a756,gvc_9b460a148e68,Ring Dip,Ring Dip,,MANUAL,Upper-Arms,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,팔,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_d82a734c3239789a,gvc_643724b72890,Ring Eccentric Leg Curl With Yoga Block And Towel,Ring Eccentric Leg Curl With Yoga Block And Towel,,MANUAL,,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,하체,name,햄스트링,,semantic_rule_v2,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_4c7d77d849a97c72,gvc_3241fd87913f,Ring Eccentric Single Leg Curl With Towel,Ring Eccentric Single Leg Curl With Towel,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,하체,source,햄스트링,,name_high,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_5987b246b047b704,gvc_1f51e9df6351,Ring Elevanted Pike Push Up From Deficit,Ring Elevated Pike Push Up From Deficit,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,어깨,source,,,unsupported,reps,apparatus_dynamic_policy,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_978df62d4b983981,gvc_e902c3295bbc,Ring Extended Plank,Ring Extended Plank,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,코어,source,코어,,name_high,duration,apparatus_static_policy,duration,,1,1,0,MANUAL_QA_REQUIRED
gvs_31246895aa78c171,gvc_bec8afccbbd8,Ring Face Pull,Ring Face Pull,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,어깨,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_7c0bac0512626d21,gvc_9bde485b0a9f,Ring Front Lever,Ring Front Lever,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Machine,source,코어,source,,,unsupported,weight_reps,equipment,weight_reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_d5c895c5aa3c8a4d,gvc_fa79daa08000,Ring Front Raise,Ring Front Raise,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,어깨,source,전면 삼각근,,name_high,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_b9675dffcd351087,gvc_7c8d294cdc91,Ring Handstand,Ring Handstand,,MANUAL,Shoulders,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,어깨,source,,,unsupported,duration,apparatus_static_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_bc66e14c913e5236,gvc_0dfc9169801e,Ring Handstand To L Sit,Ring Handstand To L Sit,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,코어,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_60f05fe3b75cf9b3,gvc_07894e8b0c92,Ring Hanging Knees To Elbows,Ring Hanging Knees To Elbows,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,코어,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_c9a59fbccce72fb2,gvc_f250a9dcdf37,Ring Hanging Leg Hip Raise,Ring Hanging Leg Hip Raise,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,코어,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_e21d5a991e639d95,gvc_89d7885a1459,Ring Hanging Straight Leg Hip Raise,Ring Hanging Straight Leg Hip Raise,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,코어,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_e7a753db6cb76433,gvc_ff6da4563dfd,Ring High Row,Ring High Row,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,등,source,등 상부 / 광배근,이두근,name_high,reps,apparatus_dynamic_policy,,,2,1,1,MANUAL_QA_REQUIRED
gvs_3e10a8bab8390610,gvc_7f473645d9f5,Ring Hip Bridge,Ring Hip Bridge,,MANUAL,Hips,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,하체,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_986f8a3fe0943b2f,gvc_b0f2f8347032,Ring Hip Lift Single Leg Curl,Ring Hip Lift Single Leg Curl,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,하체,source,햄스트링,,name_high,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_ba4651311a85efad,gvc_50f6c35798cf,Ring Incline Plank,Ring Incline Plank,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,코어,source,코어,,name_high,duration,apparatus_static_policy,duration,,1,1,0,MANUAL_QA_REQUIRED
gvs_e7abc1f9d61631d9,gvc_0d3269ad8846,Ring Incline Push Up,Ring Incline Push Up,,MANUAL,Chest,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,가슴,source,,,unsupported,reps,apparatus_dynamic_policy,reps,,1,1,0,MANUAL_QA_REQUIRED
gvs_9101f363629fd6cb,gvc_4cf7601f9328,Ring Inverted Row,Ring Inverted Row,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,등,source,등 상부 / 광배근,이두근,name_high,reps,apparatus_dynamic_policy,,,1,0,1,MANUAL_QA_REQUIRED
gvs_2550fefa61dffd2c,gvc_ae76895c9d29,Ring Inverted Row Parallel To The Floor,Ring Inverted Row Parallel To The Floor,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,등,source,등 상부 / 광배근,이두근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_093d81b91cc78ef1,gvc_9c3fd06d7715,Ring Isometric Hold Reverse Ab Rollout,Ring Isometric Hold Reverse Ab Rollout,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,코어,source,,,unsupported,duration,apparatus_static_policy,duration,,1,1,0,MANUAL_QA_REQUIRED
gvs_701ccbc8231f6fa2,gvc_238eb0c0eda9,Ring Knee Tuck Row,Ring Knee Tuck Row,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,등,source,등 상부 / 광배근,이두근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_db657fab4346034b,gvc_08d48c0d7694,Ring Kneeling Ab Rollout,Ring Kneeling Ab Rollout,,MANUAL,Waist,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,코어,source,,,unsupported,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_ca064ac4b3df137e,gvc_7e84adccbe0d,Ring L Sit Chin Up,Ring L Sit Chin Up,,MANUAL,Back,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,등,source,광배근,이두근 / 승모근,name_high,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
gvs_79017f23a3bf528b,gvc_0eb25d8295b7,Ring Leg Curl,Ring Leg Curl,,MANUAL,Thighs,MVP_CANDIDATE,Resistance/strength candidate,Rings,name,하체,source,햄스트링,,name_high,reps,apparatus_dynamic_policy,,,1,1,0,MANUAL_QA_REQUIRED
