duplicate_review_group_id,duplicate_review_key,candidate_count,source_count,candidate_ids,candidate_names,review_status,qa_result,canonical_identity_key,candidate_reduction,media_policy,qa_scope,qa_reason
gvr_6db3579b372c,side lunge stretch,2,3,gvc_6db3579b372c;gvc_54f55635d80a,Side Lunge Stretch | Side Lunge Stretch (version 2),manual_review_required,MERGE_IDENTITY,side lunge stretch,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_ee08b63f4fb3,standing side crunch,2,3,gvc_ee08b63f4fb3;gvc_16b9327de1aa,Standing Side Crunch | Standing Side Crunch (version 2),manual_review_required,MERGE_IDENTITY,standing side crunch,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_a5849e128127,stationary bike run,2,3,gvc_a55de443c85c;gvc_a55deb43c85c,Stationary Bike Run (version 3) | Stationary Bike Run (version 4),manual_review_required,MERGE_IDENTITY,stationary bike run,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_d9d039a45ac5,swimmer kicks,2,3,gvc_d9d039a45ac5;gvc_1e077e40e5e7,Swimmer Kicks | Swimmer Kicks (version 2),manual_review_required,MERGE_IDENTITY,swimmer kicks,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_6402dfeee7c6,45 degree hip extension glute focused,2,2,gvc_6402dfeee7c6;gvc_c7a0b51bb92b,45 Degree Hip Extension Glute Focused | 45 Degree Hip Extension Glute Focused (version 2),manual_review_required,MERGE_IDENTITY,45 degree hip extension glute focused,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_3249bcc78323,air bike,2,2,gvc_3249bcc78323;gvc_b2e0f7a306dc,Air Bike | Air Bike (version 2),manual_review_required,MERGE_IDENTITY,air bike,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_82af41fb245b,barbell forward backward lunge,2,2,gvc_82af41fb245b;gvc_cabd93fbd353,Barbell Forward Backward Lunge | Barbell Forward Backward Lunge (version 2),manual_review_required,MERGE_IDENTITY,barbell forward backward lunge,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_90ed9ab87e8d,barbell wrist curl,2,2,gvc_90ed9ab87e8d;gvc_41683cff9bdb,Barbell Wrist Curl | Barbell Wrist Curl (version 2),manual_review_required,MERGE_IDENTITY,barbell wrist curl,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_31b5b3c90f7f,cable low chest press,2,2,gvc_31b5b3c90f7f;gvc_d4da559a6b9f,Cable Low Chest Press | Cable Low Chest Press (version 2),manual_review_required,MERGE_IDENTITY,cable low chest press,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_a798d1b8995f,cable neutral grip wide pulldown,2,2,gvc_2321be546a4b;gvc_2321bd546a4b,Cable Neutral Grip Wide Pulldown (version 2) | Cable Neutral Grip Wide Pulldown (version 3),manual_review_required,MERGE_IDENTITY,cable neutral grip wide pulldown,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_370203450e15,cable standing hip extension,2,2,gvc_370203450e15;gvc_8c9625c1f24c,Cable Standing Hip Extension | Cable Standing Hip Extension (version 2),manual_review_required,MERGE_IDENTITY,cable standing hip extension,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_2121bc9542a5,cable standing jab,2,2,gvc_2121bc9542a5;gvc_cfd17abcff0c,Cable Standing Jab | Cable Standing Jab (version 2),manual_review_required,MERGE_IDENTITY,cable standing jab,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_e106cd8ce230,cable standing single delt row,2,2,gvc_e106cd8ce230;gvc_9e2f4a6f044e,Cable Standing Single Delt Row | Cable Standing Single Delt Row (version 2),manual_review_required,MERGE_IDENTITY,cable standing single delt row,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_f489cbb11d75,cable straight arm pulldown,2,2,gvc_f489cbb11d75;gvc_66ed0477d65c,Cable Straight Arm Pulldown | Cable Straight Arm Pulldown (version 2),manual_review_required,MERGE_IDENTITY,cable straight arm pulldown,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_90b4abe96d25,crab walk,2,2,gvc_90b4abe96d25;gvc_538e438d120a,Crab Walk | Crab Walk (version 2),manual_review_required,MERGE_IDENTITY,crab walk,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_73045d068242,dumbbell biceps curl,2,2,gvc_73045d068242;gvc_7e5094637081,Dumbbell Biceps Curl | Dumbbell Biceps Curl (version 3),manual_review_required,MERGE_IDENTITY,dumbbell biceps curl,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_76ab5039609c,dumbbell military press russian twist with legs floor off,2,2,gvc_76ab5039609c;gvc_bf0c61f2b93a,Dumbbell Military Press Russian Twist With Legs Floor Off | Dumbbell Military Press Russian Twist With Legs Floor Off (version 2),manual_review_required,MERGE_IDENTITY,dumbbell military press russian twist with legs floor off,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_4b887800feea,dumbbell single leg calf raise,2,2,gvc_4b887800feea;gvc_5ebfc4440405,Dumbbell Single Leg Calf Raise | Dumbbell Single Leg Calf Raise (version 2),manual_review_required,MERGE_IDENTITY,dumbbell single leg calf raise,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_db35b6f930bf,dumbbell standing inner biceps curl,2,2,gvc_db35b6f930bf;gvc_789d6bfb4e27,Dumbbell Standing Inner Biceps Curl | Dumbbell Standing Inner Biceps Curl (version 2),manual_review_required,MERGE_IDENTITY,dumbbell standing inner biceps curl,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_10ba5f1c7804,dumbbell straight arm crunch,2,2,gvc_10ba5f1c7804;gvc_38029f040eca,Dumbbell Straight Arm Crunch | Dumbbell Straight Arm Crunch (version 2),manual_review_required,MERGE_IDENTITY,dumbbell straight arm crunch,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_1100b46d3f6b,floor hyperextension,2,2,gvc_1100b46d3f6b;gvc_dfd2108a6706,Floor Hyperextension | Floor Hyperextension (version 2),manual_review_required,MERGE_IDENTITY,floor hyperextension,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_853320e5b07a,half jumping jack,2,2,gvc_853320e5b07a;gvc_3ac564007ddf,Half Jumping Jack | Half Jumping Jack (version 2),manual_review_required,MERGE_IDENTITY,half jumping jack,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_f95986b94870,kettlebell forward lunge,2,2,gvc_f95986b94870;gvc_aa838bc48033,Kettlebell Forward Lunge | Kettlebell Forward Lunge (version 2),manual_review_required,MERGE_IDENTITY,kettlebell forward lunge,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_02c53be8b0b1,kettlebell sumo squat,2,2,gvc_02c53be8b0b1;gvc_e8aa9199d827,Kettlebell Sumo Squat | Kettlebell Sumo Squat (version 2),manual_review_required,MERGE_IDENTITY,kettlebell sumo squat,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_ece5100b582c,landmine rear lunge,2,2,gvc_ece5100b582c;gvc_ddef83b934ad,Landmine Rear Lunge | Landmine Rear Lunge (version 2),manual_review_required,MERGE_IDENTITY,landmine rear lunge,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_d41990494d35,landmine single arm bent over row,2,2,gvc_d41990494d35;gvc_a74ba9e2b64e,Landmine One Arm Bent Over Row | Landmine One Arm Bent Over Row (version 2),manual_review_required,MERGE_IDENTITY,landmine single arm bent over row,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_b527e8826bac,lever cross lat pulldown,2,2,gvc_b527e8826bac;gvc_71ccaa7c30ae,Lever Cross Lat Pulldown | Lever Cross Lat Pulldown (version 2),manual_review_required,MERGE_IDENTITY,lever cross lat pulldown,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_58544af37cd8,lever decline chest press,2,2,gvc_58544af37cd8;gvc_f4247f3bb951,Lever Decline Chest Press | Lever Decline Chest Press (version 2),manual_review_required,MERGE_IDENTITY,lever decline chest press,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_9d062d4a3aa4,lever lying crunch,2,2,gvc_9d062d4a3aa4;gvc_64363a065518,Lever Lying Crunch | Lever Lying Crunch (version 2),manual_review_required,MERGE_IDENTITY,lever lying crunch,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_16c4d578b68d,lever shoulder press plate loaded,2,2,gvc_597ff1c51e43;gvc_6146a1dc3c1a,Lever Shoulder Press (plate Loaded) (version 2) | Lever Shoulder Press (plate Loaded) Version,manual_review_required,MERGE_IDENTITY,lever shoulder press plate loaded,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_bc5a316d1a6b,lying leg hip raise on floor,2,2,gvc_bc5a316d1a6b;gvc_e776e2c28aea,Lying Leg Hip Raise On Floor | Lying Leg Hip Raise On Floor (version 2),manual_review_required,MERGE_IDENTITY,lying leg hip raise on floor,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_b37bae67eb80,quadruped shoulder cars,2,2,gvc_b37bae67eb80;gvc_7bc880c9e51c,Quadruped Shoulder Cars | Quadruped Shoulder Cars (version 2),manual_review_required,MERGE_IDENTITY,quadruped shoulder cars,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_c73a2dc63207,resistance band air bike,2,2,gvc_c73a2dc63207;gvc_4b3b068a5739,Resistance Band Air Bike | Resistance Band Air Bike (version 2),manual_review_required,MERGE_IDENTITY,resistance band air bike,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_bb02a66de209,resistance band hip thrust,2,2,gvc_bb02a66de209;gvc_e3f35b57bb9f,Resistance Band Hip Thrust | Resistance Band Hip Thrust (version 2),manual_review_required,MERGE_IDENTITY,resistance band hip thrust,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_249e80ffe80c,resistance band overhead shoulder press,2,2,gvc_249e80ffe80c;gvc_43d20971c2e6,Resistance Band Overhead Shoulder Press | Resistance Band Overhead Shoulder Press (version,manual_review_required,MERGE_IDENTITY,resistance band overhead shoulder press,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_b0219d800c2f,seated chin tuck,2,2,gvc_b0219d800c2f;gvc_2241e62882f0,Seated Chin Tuck | Seated Chin Tuck (version 2),manual_review_required,MERGE_IDENTITY,seated chin tuck,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_6a98667c916e,self assisted inverse leg curl,2,2,gvc_e531ebead74d;gvc_e531eaead74d,Self Assisted Inverse Leg Curl (version 2) | Self Assisted Inverse Leg Curl (version 3),manual_review_required,MERGE_IDENTITY,self assisted inverse leg curl,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_ac594dd39821,shoulder backbend stretch,2,2,gvc_ac594dd39821;gvc_93f76fab739d,Shoulder Backbend Stretch | Shoulder Backbend Stretch (version 2),manual_review_required,MERGE_IDENTITY,shoulder backbend stretch,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_16b1f154b02a,side plank,2,2,gvc_16b1f154b02a;gvc_b0751246a88e,Side Plank | Side Plank (version 2),manual_review_required,MERGE_IDENTITY,side plank,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_d473c714d069,side step arm circle,2,2,gvc_d473c714d069;gvc_fea196c1cc04,Side Step Arm Circle | Side Step Arm Circle (version 2),manual_review_required,MERGE_IDENTITY,side step arm circle,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_b4eaa77ce527,sitting side neck stretch,2,2,gvc_b4eaa77ce527;gvc_035fc78a26b8,Sitting Side Neck Stretch | Sitting Side Neck Stretch (version 2),manual_review_required,MERGE_IDENTITY,sitting side neck stretch,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_f8b62bea7c38,standing back squeeze,2,2,gvc_f8b62bea7c38;gvc_cb6b63274615,Standing Back Squeeze | Standing Back Squeeze (version 2),manual_review_required,MERGE_IDENTITY,standing back squeeze,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_0fc5553e31f1,standing side bend,2,2,gvc_0fc5553e31f1;gvc_7a6be20574ba,Standing Side Bend | Standing Side Bend (version 2),manual_review_required,MERGE_IDENTITY,standing side bend,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_5d9bed000bf1,step up on chair,2,2,gvc_5d9bed000bf1;gvc_9cfb537fcb45,Step Up On Chair | Step Up On Chair (version 2),manual_review_required,MERGE_IDENTITY,step up on chair,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_ec9b7c817174,suspender pull up,2,2,gvc_ec9b7c817174;gvc_8296fd552174,Suspender Pull Up | Suspender Pull Up (version 2),manual_review_required,MERGE_IDENTITY,suspender pull up,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_018b303ad3f3,suspender rollout,2,2,gvc_018b303ad3f3;gvc_b66c1aa656bf,Suspender Rollout | Suspender Rollout (version 2),manual_review_required,MERGE_IDENTITY,suspender rollout,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_8f4131bb50af,vertical leg raise on parallel bars,2,2,gvc_8f4131bb50af;gvc_3f3b7cc7db46,Vertical Leg Raise (on Parallel Bars) | Vertical Leg Raise (on Parallel Bars) (version 2),manual_review_required,MERGE_IDENTITY,vertical leg raise on parallel bars,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
gvr_8a926787df2f,weighted crunch,2,2,gvc_8a926787df2f;gvc_e879ef623b08,Weighted Crunch | Weighted Crunch (version 2),manual_review_required,MERGE_IDENTITY,weighted crunch,1,retain_all_source_media_for_later_default_selection,filename_semantics_identity_qa_visual_media_not_selected,All candidate names collapse to the same semantic key after VERSION normalization; no candidate-level equipment/posture modifier divergence is present.
